Date,Price,Open,High,Low,Change %
3/9/2026,"16,940.00","16,990.00","16,995.00","16,937.50",0.21%
3/6/2026,"16,905.00","16,917.50","16,932.50","16,902.50",0.15%
3/5/2026,"16,880.00","16,902.50","16,907.50","16,855.00",-0.03%
3/4/2026,"16,885.00","16,920.00","16,932.50","16,885.00",0.18%
3/3/2026,"16,855.00","16,860.00","16,885.00","16,844.00",-0.03%
3/2/2026,"16,860.00","16,822.50","16,867.50","16,814.50",0.57%
2/27/2026,"16,765.00","16,767.50","16,788.50","16,761.50",0.06%
2/26/2026,"16,755.00","16,757.50","16,781.00","16,732.50",-0.18%
2/25/2026,"16,785.00","16,840.00","16,852.50","16,784.00",-0.21%
2/24/2026,"16,820.00","16,820.00","16,839.50","16,812.50",0.18%
2/23/2026,"16,790.00","16,865.00","16,865.00","16,790.00",-0.44%
2/20/2026,"16,865.00","16,882.50","16,946.00","16,855.00",-0.06%
2/19/2026,"16,875.00","16,890.00","16,936.50","16,875.00",-0.03%
2/18/2026,"16,880.00","16,845.00","16,893.50","16,837.50",0.30%
2/17/2026,"16,830.00","16,830.00","16,830.00","16,830.00",0.00%
2/16/2026,"16,830.00","16,830.00","16,830.00","16,830.00",0.00%
2/13/2026,"16,830.00","16,820.00","16,855.00","16,817.50",0.09%
2/12/2026,"16,815.00","16,800.00","16,832.50","16,800.00",0.21%
2/11/2026,"16,780.00","16,775.00","16,794.00","16,759.00",-0.09%
2/10/2026,"16,795.00","16,795.00","16,852.50","16,773.00",-0.03%
2/9/2026,"16,800.00","16,865.00","16,872.50","16,799.00",-0.39%
2/6/2026,"16,865.00","16,872.50","16,894.00","16,860.00",0.21%
2/5/2026,"16,830.00","16,785.00","16,834.00","16,782.50",0.36%
2/4/2026,"16,770.00","16,765.00","16,777.50","16,757.50",0.06%
2/3/2026,"16,760.00","16,760.00","16,786.50","16,757.50",-0.18%
2/2/2026,"16,790.00","16,790.00","16,812.50","16,763.50",0.03%
1/30/2026,"16,785.00","16,795.00","16,815.00","16,777.50",0.22%
1/29/2026,"16,747.50","16,750.00","16,805.00","16,745.00",0.25%
1/28/2026,"16,705.00","16,720.00","16,745.00","16,680.00",-0.36%
1/27/2026,"16,765.00","16,777.50","16,812.50","16,765.00",-0.06%
1/26/2026,"16,775.00","16,795.00","16,802.50","16,755.00",-0.24%
1/23/2026,"16,815.00","16,825.00","16,849.00","16,810.00",-0.41%
1/22/2026,"16,885.00","16,925.00","16,935.00","16,796.50",-0.30%
1/21/2026,"16,935.00","16,945.00","16,971.00","16,930.00",-0.09%
1/20/2026,"16,950.00","16,970.00","16,987.50","16,947.50",0.06%
1/19/2026,"16,940.00","16,875.00","16,952.50","16,875.00",0.33%
1/16/2026,"16,885.00","16,885.00","16,885.00","16,885.00",0.00%
1/15/2026,"16,885.00","16,835.00","16,894.50","16,830.00",0.15%
1/14/2026,"16,860.00","16,865.00","16,876.00","16,856.50",-0.03%
1/13/2026,"16,865.00","16,845.00","16,881.50","16,845.00",0.21%
1/12/2026,"16,830.00","16,837.50","16,858.50","16,830.00",0.18%
1/9/2026,"16,800.00","16,830.00","16,846.50","16,800.00",0.06%
1/8/2026,"16,790.00","16,787.50","16,805.00","16,785.00",0.09%
1/7/2026,"16,775.00","16,760.00","16,790.50","16,755.00",0.15%
1/6/2026,"16,750.00","16,745.00","16,769.00","16,730.00",0.06%
1/5/2026,"16,740.00","16,715.00","16,762.50","16,712.50",0.12%
1/2/2026,"16,720.00","16,695.00","16,734.00","16,690.00",0.27%
1/1/2026,"16,675.00","16,675.00","16,675.00","16,675.00",0.00%
12/31/2025,"16,675.00","16,715.00","16,742.50","16,675.00",-0.51%
12/30/2025,"16,760.00","16,780.00","16,789.00","16,760.00",-0.15%
12/29/2025,"16,785.00","16,760.00","16,795.00","16,757.50",0.18%
12/26/2025,"16,755.00","16,755.00","16,755.00","16,755.00",0.00%
12/25/2025,"16,755.00","16,755.00","16,755.00","16,755.00",0.00%
12/24/2025,"16,755.00","16,770.00","16,782.50","16,749.00",-0.09%
12/23/2025,"16,770.00","16,755.00","16,800.00","16,745.00",0.00%
12/22/2025,"16,770.00","16,737.50","16,785.00","16,737.50",0.18%
12/19/2025,"16,740.00","16,715.00","16,750.00","16,706.50",0.15%
12/18/2025,"16,715.00","16,702.50","16,732.50","16,695.00",0.18%
12/17/2025,"16,685.00","16,675.00","16,710.00","16,665.00",-0.03%
12/16/2025,"16,690.00","16,672.50","16,695.00","16,670.00",0.15%
12/15/2025,"16,665.00","16,640.00","16,673.50","16,640.00",0.15%
12/12/2025,"16,640.00","16,647.50","16,675.00","16,627.50",-0.18%
12/11/2025,"16,670.00","16,655.00","16,682.50","16,639.00",-0.09%
12/10/2025,"16,685.00","16,685.00","16,696.50","16,676.00",0.12%
12/9/2025,"16,665.00","16,690.00","16,697.50","16,659.50",-0.15%
12/8/2025,"16,690.00","16,660.00","16,696.50","16,650.00",0.30%
12/5/2025,"16,640.00","16,655.00","16,667.50","16,640.00",-0.03%
12/4/2025,"16,645.00","16,630.00","16,655.50","16,626.50",0.15%
12/3/2025,"16,620.00","16,625.00","16,637.50","16,617.50",0.00%
12/2/2025,"16,620.00","16,632.50","16,647.50","16,615.00",-0.21%
12/1/2025,"16,655.00","16,660.00","16,675.00","16,650.00",0.00%
11/28/2025,"16,655.00","16,637.50","16,670.00","16,632.50",0.09%
11/27/2025,"16,640.00","16,630.00","16,652.50","16,620.00",-0.12%
11/26/2025,"16,660.00","16,647.50","16,682.50","16,640.00",0.00%
11/25/2025,"16,660.00","16,670.00","16,688.50","16,655.00",-0.19%
11/24/2025,"16,692.50","16,710.00","16,720.00","16,692.50",-0.01%
11/21/2025,"16,694.00","16,740.00","16,741.00","16,694.00",-0.22%
11/20/2025,"16,730.00","16,740.00","16,755.00","16,725.00",0.22%
11/19/2025,"16,692.50","16,740.00","16,757.50","16,687.50",-0.28%
11/18/2025,"16,740.00","16,740.00","16,765.00","16,732.50",0.09%
11/17/2025,"16,725.00","16,712.50","16,738.00","16,710.00",0.19%
11/14/2025,"16,694.00","16,705.00","16,717.50","16,694.00",-0.19%
11/13/2025,"16,725.00","16,725.00","16,738.50","16,717.50",0.17%
11/12/2025,"16,697.00","16,700.00","16,727.50","16,684.50",0.07%
11/11/2025,"16,685.00","16,705.00","16,712.50","16,682.50",0.21%
11/10/2025,"16,650.00","16,670.00","16,682.50","16,645.00",-0.21%
11/7/2025,"16,684.50","16,717.50","16,725.00","16,680.00",-0.06%
11/6/2025,"16,694.00","16,700.00","16,716.00","16,683.50",-0.07%
11/5/2025,"16,705.00","16,730.00","16,745.00","16,702.50",0.05%
11/4/2025,"16,697.00","16,710.00","16,734.00","16,694.50",0.25%
11/3/2025,"16,655.00","16,635.00","16,673.50","16,627.50",0.15%
10/31/2025,"16,630.00","16,622.50","16,637.50","16,600.00",-0.06%
10/30/2025,"16,640.00","16,605.00","16,650.00","16,605.00",0.15%
10/29/2025,"16,615.00","16,607.50","16,635.50","16,605.00",0.06%
10/28/2025,"16,605.00","16,625.00","16,634.00","16,605.00",-0.06%
10/27/2025,"16,615.00","16,600.00","16,642.50","16,592.50",0.12%
10/24/2025,"16,595.00","16,624.00","16,643.00","16,595.00",-0.15%
10/23/2025,"16,620.00","16,610.00","16,652.50","16,605.00",0.27%
10/22/2025,"16,575.00","16,605.00","16,627.50","16,575.00",-0.09%
10/21/2025,"16,590.00","16,570.00","16,597.50","16,565.00",0.09%
10/20/2025,"16,575.00","16,575.00","16,595.00","16,554.00",-0.03%
10/17/2025,"16,580.00","16,580.00","16,595.00","16,577.50",0.06%
10/16/2025,"16,570.00","16,570.00","16,587.50","16,560.00",0.03%
10/15/2025,"16,565.00","16,590.00","16,595.00","16,563.50",-0.06%
10/14/2025,"16,575.00","16,560.00","16,595.00","16,549.50",0.09%
10/13/2025,"16,560.00","16,580.00","16,592.50","16,557.50",0.06%
10/10/2025,"16,550.00","16,577.50","16,597.50","16,550.00",0.03%
10/9/2025,"16,545.00","16,555.00","16,567.50","16,509.50",-0.09%
10/8/2025,"16,560.00","16,610.00","16,624.00","16,557.50",0.12%
10/7/2025,"16,540.00","16,580.00","16,600.00","16,525.00",-0.06%
10/6/2025,"16,550.00","16,557.50","16,610.00","16,542.50",0.09%
10/3/2025,"16,535.00","16,615.00","16,630.00","16,529.00",-0.30%
10/2/2025,"16,585.00","16,597.50","16,622.50","16,582.50",-0.12%
10/1/2025,"16,605.00","16,660.00","16,705.50","16,605.00",-0.36%
9/30/2025,"16,665.00","16,675.00","16,700.00","16,660.00",-0.03%
9/29/2025,"16,670.00","16,660.00","16,687.50","16,640.00",-0.36%
9/26/2025,"16,730.00","16,770.00","16,800.00","16,727.50",-0.06%
9/25/2025,"16,740.00","16,715.00","16,766.00","16,700.00",0.39%
9/24/2025,"16,675.00","16,685.00","16,695.00","16,660.00",0.06%
9/23/2025,"16,665.00","16,585.00","16,672.50","16,582.50",0.36%
9/22/2025,"16,605.00","16,625.00","16,642.50","16,578.50",0.09%
9/19/2025,"16,590.00","16,565.00","16,590.00","16,548.50",0.51%
9/18/2025,"16,505.00","16,455.00","16,525.00","16,455.00",0.46%
9/17/2025,"16,430.00","16,415.00","16,450.00","16,406.50",-0.06%
9/16/2025,"16,440.00","16,385.00","16,445.00","16,360.50",0.18%
9/15/2025,"16,410.00","16,418.50","16,436.00","16,385.00",0.20%
9/12/2025,"16,377.50","16,422.50","16,437.50","16,370.00",-0.50%
9/11/2025,"16,460.00","16,450.00","16,476.50","16,437.50",0.00%
9/10/2025,"16,460.00","16,467.50","16,477.50","16,439.00",-0.09%
9/9/2025,"16,475.00","16,460.00","16,502.50","16,410.00",1.05%
9/8/2025,"16,304.00","16,385.00","16,392.50","16,294.00",-0.71%
9/5/2025,"16,420.00","16,420.00","16,420.00","16,420.00",0.00%
9/4/2025,"16,420.00","16,445.00","16,457.50","16,417.50",0.03%
9/3/2025,"16,414.50","16,435.00","16,445.00","16,410.00",0.09%
9/2/2025,"16,400.00","16,430.00","16,450.00","16,387.50",-0.09%
9/1/2025,"16,415.00","16,475.00","16,502.50","16,410.00",-0.45%
8/29/2025,"16,490.00","16,350.00","16,500.00","16,350.00",0.89%
8/28/2025,"16,345.00","16,355.00","16,379.00","16,330.00",-0.09%
8/27/2025,"16,360.00","16,320.00","16,372.50","16,315.00",0.40%
8/26/2025,"16,294.50","16,265.00","16,305.00","16,254.00",0.25%
8/25/2025,"16,254.50","16,245.00","16,267.50","16,236.50",-0.52%
8/22/2025,"16,340.00","16,322.50","16,361.00","16,310.00",0.34%
8/21/2025,"16,285.00","16,270.00","16,295.00","16,267.00",0.11%
8/20/2025,"16,267.50","16,290.00","16,322.50","16,265.00",0.17%
8/19/2025,"16,240.00","16,220.00","16,291.50","16,215.00",0.50%
8/18/2025,"16,160.00","16,160.00","16,160.00","16,160.00",0.00%
8/15/2025,"16,160.00","16,150.00","16,171.50","16,139.50",0.31%
8/14/2025,"16,110.50","16,110.00","16,130.00","16,085.00",-0.52%
8/13/2025,"16,194.00","16,260.00","16,270.00","16,193.50",-0.56%
8/12/2025,"16,285.00","16,280.00","16,349.00","16,277.50",0.09%
8/11/2025,"16,270.00","16,252.50","16,278.50","16,230.00",-0.12%
8/8/2025,"16,290.00","16,305.00","16,332.50","16,275.00",0.00%
8/7/2025,"16,290.00","16,325.00","16,337.50","16,285.00",-0.43%
8/6/2025,"16,360.00","16,390.00","16,395.00","16,359.00",-0.12%
8/5/2025,"16,380.00","16,370.00","16,396.50","16,362.50",-0.06%
8/4/2025,"16,390.00","16,425.00","16,425.00","16,372.50",-0.61%
8/1/2025,"16,490.00","16,512.50","16,515.00","16,476.50",0.21%
7/31/2025,"16,455.00","16,437.50","16,466.00","16,430.00",0.40%
7/30/2025,"16,390.00","16,362.50","16,400.50","16,360.00",-0.03%
7/29/2025,"16,394.50","16,375.00","16,411.50","16,372.50",0.33%
7/28/2025,"16,340.00","16,325.00","16,355.00","16,320.00",0.15%
7/25/2025,"16,315.00","16,327.50","16,336.00","16,310.00",0.18%
7/24/2025,"16,285.00","16,270.00","16,295.50","16,257.50",-0.03%
7/23/2025,"16,290.00","16,275.00","16,306.50","16,267.50",-0.12%
7/22/2025,"16,310.00","16,312.50","16,320.00","16,288.50",0.00%
7/21/2025,"16,310.00","16,315.00","16,339.00","16,305.00",0.12%
7/18/2025,"16,290.00","16,325.00","16,325.00","16,287.00",-0.24%
7/17/2025,"16,330.00","16,290.00","16,342.50","16,285.00",0.37%
7/16/2025,"16,270.00","16,265.00","16,297.50","16,247.50",0.06%
7/15/2025,"16,260.00","16,267.50","16,296.00","16,255.00",0.09%
7/14/2025,"16,245.00","16,225.00","16,262.00","16,220.00",0.22%
7/11/2025,"16,210.00","16,227.50","16,235.00","16,209.00",-0.06%
7/10/2025,"16,220.00","16,245.00","16,245.00","16,205.00",-0.14%
7/9/2025,"16,242.50","16,250.00","16,265.00","16,235.00",0.23%
7/8/2025,"16,205.00","16,270.00","16,277.50","16,205.00",-0.15%
7/7/2025,"16,230.00","16,210.00","16,244.00","16,207.50",0.28%
7/4/2025,"16,185.00","16,222.50","16,237.50","16,175.00",-0.03%
7/3/2025,"16,190.00","16,205.00","16,225.00","16,187.50",-0.31%
7/2/2025,"16,240.00","16,202.50","16,248.50","16,200.00",0.31%
7/1/2025,"16,190.00","16,170.00","16,214.00","16,162.50",-0.28%
6/30/2025,"16,235.00","16,212.50","16,257.50","16,190.00",0.19%
6/27/2025,"16,204.00","16,204.00","16,204.00","16,204.00",0.00%
6/26/2025,"16,204.00","16,295.00","16,295.00","16,192.50",-0.53%
6/25/2025,"16,290.00","16,272.50","16,302.50","16,255.00",-0.37%
6/24/2025,"16,350.00","16,375.00","16,397.50","16,340.00",-0.82%
6/23/2025,"16,485.00","16,355.00","16,497.50","16,355.00",0.61%
6/20/2025,"16,385.00","16,372.50","16,412.50","16,362.50",-0.06%
6/19/2025,"16,395.00","16,350.00","16,412.50","16,342.00",0.58%
6/18/2025,"16,300.00","16,310.00","16,330.00","16,295.00",0.12%
6/17/2025,"16,280.00","16,297.50","16,307.50","16,259.50",0.09%
6/16/2025,"16,265.00","16,307.50","16,317.50","16,264.50",-0.18%
6/13/2025,"16,295.00","16,265.00","16,312.50","16,257.50",0.37%
6/12/2025,"16,235.00","16,245.00","16,257.50","16,215.00",-0.12%
6/11/2025,"16,255.00","16,270.00","16,272.50","16,254.50",-0.09%
6/10/2025,"16,270.00","16,270.00","16,290.00","16,259.50",-0.03%
6/9/2025,"16,275.00","16,275.00","16,275.00","16,275.00",0.00%
6/6/2025,"16,275.00","16,275.00","16,275.00","16,275.00",0.00%
6/5/2025,"16,275.00","16,275.00","16,292.50","16,257.50",-0.09%
6/4/2025,"16,290.00","16,302.50","16,317.50","16,287.00",0.03%
6/3/2025,"16,285.00","16,275.00","16,312.50","16,257.00",0.25%
6/2/2025,"16,245.00","16,320.00","16,337.50","16,245.00",-0.28%
5/30/2025,"16,290.00","16,290.00","16,290.00","16,290.00",0.00%
5/29/2025,"16,290.00","16,290.00","16,290.00","16,290.00",0.00%
5/28/2025,"16,290.00","16,287.50","16,312.50","16,275.00",0.11%
5/27/2025,"16,272.50","16,245.00","16,281.00","16,225.00",0.20%
5/26/2025,"16,240.00","16,185.00","16,245.00","16,155.00",0.14%
5/23/2025,"16,217.50","16,320.00","16,330.50","16,215.00",-0.69%
5/22/2025,"16,330.00","16,332.50","16,342.50","16,285.00",-0.40%
5/21/2025,"16,395.00","16,412.50","16,425.00","16,357.50",-0.12%
5/20/2025,"16,415.00","16,420.00","16,429.00","16,380.00",-0.09%
5/19/2025,"16,430.00","16,465.00","16,480.00","16,425.00",-0.06%
5/16/2025,"16,440.00","16,470.00","16,495.00","16,392.50",-0.45%
5/15/2025,"16,515.00","16,555.00","16,572.50","16,502.50",-0.21%
5/14/2025,"16,550.00","16,560.00","16,592.50","16,536.50",0.21%
5/13/2025,"16,515.00","16,515.00","16,515.00","16,515.00",0.00%
5/12/2025,"16,515.00","16,515.00","16,515.00","16,515.00",0.00%
5/9/2025,"16,515.00","16,537.50","16,565.00","16,500.00",0.13%
5/8/2025,"16,494.00","16,550.00","16,577.50","16,432.50",-0.25%
5/7/2025,"16,535.00","16,470.00","16,545.00","16,465.00",0.52%
5/6/2025,"16,450.00","16,465.00","16,492.50","16,435.00",0.09%
5/5/2025,"16,435.00","16,410.00","16,460.00","16,375.00",0.00%
5/2/2025,"16,435.00","16,615.00","16,615.00","16,424.50",-0.99%
5/1/2025,"16,600.00","16,600.00","16,600.00","16,600.00",0.00%
4/30/2025,"16,600.00","16,715.00","16,742.50","16,597.50",-0.95%
4/29/2025,"16,760.00","16,810.00","16,815.00","16,759.50",-0.56%
4/28/2025,"16,855.00","16,835.00","16,867.00","16,830.00",0.15%
4/25/2025,"16,830.00","16,825.00","16,842.50","16,807.50",-0.24%
4/24/2025,"16,870.00","16,867.50","16,887.50","16,862.50",0.03%
4/23/2025,"16,865.00","16,870.00","16,887.50","16,855.00",0.06%
4/22/2025,"16,855.00","16,835.00","16,867.50","16,835.00",0.33%
4/21/2025,"16,800.00","16,825.00","16,837.50","16,795.00",-0.12%
4/18/2025,"16,820.00","16,820.00","16,820.00","16,820.00",0.00%
4/17/2025,"16,820.00","16,830.00","16,845.00","16,802.50",0.00%
4/16/2025,"16,820.00","16,815.00","16,855.00","16,815.00",0.06%
4/15/2025,"16,810.00","16,782.50","16,825.00","16,770.00",0.24%
4/14/2025,"16,770.00","16,787.50","16,793.50","16,750.00",-0.12%
4/11/2025,"16,790.00","16,797.50","16,820.00","16,765.00",-0.03%
4/10/2025,"16,795.00","16,815.00","16,815.00","16,727.50",-0.39%
4/9/2025,"16,860.00","16,925.00","16,972.50","16,862.50",0.00%
4/8/2025,"16,860.00","16,852.50","16,874.00","16,825.00",1.84%
4/7/2025,"16,555.00","16,555.00","16,555.00","16,555.00",0.00%
4/4/2025,"16,555.00","16,555.00","16,555.00","16,555.00",0.00%
4/3/2025,"16,555.00","16,555.00","16,555.00","16,555.00",0.00%
4/2/2025,"16,555.00","16,555.00","16,555.00","16,555.00",0.00%
4/1/2025,"16,555.00","16,555.00","16,555.00","16,555.00",0.00%
3/31/2025,"16,555.00","16,555.00","16,555.00","16,555.00",0.00%
3/28/2025,"16,555.00","16,555.00","16,555.00","16,555.00",0.00%
3/27/2025,"16,555.00","16,610.00","16,615.00","16,541.50",-0.12%
3/26/2025,"16,575.00","16,605.00","16,615.00","16,560.00",-0.09%
3/25/2025,"16,590.00","16,597.50","16,645.00","16,587.50",0.24%
3/24/2025,"16,550.00","16,495.00","16,570.00","16,495.00",0.33%
3/21/2025,"16,495.00","16,497.50","16,516.50","16,475.00",0.15%
3/20/2025,"16,470.00","16,530.00","16,537.50","16,460.00",-0.30%
3/19/2025,"16,520.00","16,500.00","16,537.50","16,485.00",0.61%
3/18/2025,"16,420.00","16,400.00","16,477.50","16,386.50",0.15%
3/17/2025,"16,395.00","16,325.00","16,402.50","16,315.00",0.31%
3/14/2025,"16,345.00","16,405.00","16,417.50","16,347.50",-0.46%
3/13/2025,"16,420.00","16,465.00","16,467.50","16,400.00",-0.12%
3/12/2025,"16,440.00","16,440.00","16,465.00","16,430.00",0.24%
3/11/2025,"16,400.00","16,385.00","16,451.00","16,377.50",0.40%
3/10/2025,"16,335.00","16,295.00","16,355.00","16,285.00",0.28%
3/7/2025,"16,290.00","16,335.00","16,360.00","16,292.00",-0.21%
3/6/2025,"16,325.00","16,275.00","16,345.00","16,260.00",0.09%
3/5/2025,"16,310.00","16,410.00","16,437.50","16,307.50",-0.79%
3/4/2025,"16,440.00","16,450.00","16,467.50","16,425.00",-0.21%
3/3/2025,"16,475.00","16,540.00","16,545.00","16,475.00",-0.60%
2/28/2025,"16,575.00","16,535.00","16,592.50","16,515.00",0.79%
2/27/2025,"16,445.00","16,390.00","16,455.00","16,390.00",0.49%
2/26/2025,"16,365.00","16,352.50","16,410.00","16,287.50",0.15%
2/25/2025,"16,340.00","16,290.00","16,357.50","16,280.00",0.43%
2/24/2025,"16,270.00","16,310.00","16,327.50","16,270.00",-0.18%
2/21/2025,"16,300.00","16,290.00","16,317.50","16,272.50",-0.15%
2/20/2025,"16,325.00","16,355.00","16,372.50","16,322.00",-0.03%
2/19/2025,"16,330.00","16,320.00","16,372.50","16,307.50",0.37%
2/18/2025,"16,270.00","16,237.50","16,293.50","16,232.50",0.37%
2/17/2025,"16,210.00","16,185.00","16,227.00","16,174.00",-0.28%
2/14/2025,"16,255.00","16,290.00","16,315.00","16,247.50",-0.58%
2/13/2025,"16,350.00","16,385.00","16,400.00","16,348.50",-0.06%
2/12/2025,"16,360.00","16,357.50","16,380.50","16,346.50",-0.06%
2/11/2025,"16,370.00","16,367.50","16,390.00","16,355.00",0.18%
2/10/2025,"16,340.00","16,320.00","16,357.50","16,317.50",0.43%
2/7/2025,"16,270.00","16,332.50","16,350.00","16,275.00",-0.34%
2/6/2025,"16,325.00","16,292.50","16,345.00","16,287.00",0.28%
2/5/2025,"16,280.00","16,315.00","16,335.00","16,285.00",-0.37%
2/4/2025,"16,340.00","16,370.00","16,382.50","16,345.00",-0.55%
2/3/2025,"16,430.00","16,400.00","16,472.50","16,392.50",0.83%
1/31/2025,"16,295.00","16,280.00","16,322.50","16,280.00",0.25%
1/30/2025,"16,255.00","16,235.00","16,275.00","16,221.50",0.53%
1/29/2025,"16,170.00","16,170.00","16,170.00","16,170.00",0.00%
1/28/2025,"16,170.00","16,170.00","16,170.00","16,170.00",0.00%
1/27/2025,"16,170.00","16,170.00","16,170.00","16,170.00",0.00%
1/24/2025,"16,170.00","16,260.00","16,260.00","16,150.00",-0.65%
1/23/2025,"16,275.00","16,265.00","16,317.50","16,237.50",-0.03%
1/22/2025,"16,280.00","16,305.00","16,341.00","16,280.00",-0.31%
1/21/2025,"16,330.00","16,310.00","16,347.50","16,290.00",-0.15%
1/20/2025,"16,355.00","16,365.00","16,387.50","16,347.50",-0.03%
1/17/2025,"16,360.00","16,365.00","16,375.00","16,345.00",0.03%
1/16/2025,"16,355.00","16,355.00","16,390.00","16,347.50",0.25%
1/15/2025,"16,315.00","16,290.00","16,340.00","16,281.50",0.34%
1/14/2025,"16,260.00","16,270.00","16,282.50","16,250.00",-0.06%
1/13/2025,"16,270.00","16,247.50","16,292.50","16,232.50",0.56%
1/10/2025,"16,180.00","16,212.50","16,215.00","16,170.00",-0.09%
1/9/2025,"16,195.00","16,240.00","16,267.50","16,200.00",0.03%
1/8/2025,"16,190.00","16,167.50","16,215.00","16,157.50",0.40%
1/7/2025,"16,125.00","16,175.00","16,195.00","16,127.50",-0.40%
1/6/2025,"16,190.00","16,200.00","16,212.50","16,165.00",0.03%
1/3/2025,"16,185.00","16,225.00","16,245.00","16,190.00",-0.03%
1/2/2025,"16,190.00","16,200.00","16,262.50","16,174.50",0.62%
1/1/2025,"16,090.00","16,090.00","16,090.00","16,090.00",0.00%
12/31/2024,"16,090.00","16,090.00","16,172.50","16,070.00",-0.25%
12/30/2024,"16,130.00","16,175.00","16,195.00","16,127.50",-0.62%
12/27/2024,"16,230.00","16,207.50","16,260.00","16,205.00",0.28%
12/26/2024,"16,185.00","16,185.00","16,185.00","16,185.00",0.00%
12/25/2024,"16,185.00","16,185.00","16,185.00","16,185.00",0.00%
12/24/2024,"16,185.00","16,155.00","16,220.00","16,155.00",0.09%
12/23/2024,"16,170.00","16,182.50","16,197.50","16,125.00",-0.12%
12/20/2024,"16,190.00","16,315.00","16,322.50","16,192.00",-0.58%
12/19/2024,"16,285.00","16,205.00","16,305.00","16,185.00",1.24%
12/18/2024,"16,085.00","16,102.50","16,122.50","16,078.50",0.16%
12/17/2024,"16,060.00","16,020.00","16,071.50","16,012.50",0.41%
12/16/2024,"15,995.00","16,005.00","16,029.00","15,992.50",0.03%
12/13/2024,"15,990.00","15,965.00","16,002.50","15,955.00",0.44%
12/12/2024,"15,920.00","15,940.00","15,955.00","15,925.00",0.06%
12/11/2024,"15,910.00","15,880.00","15,922.50","15,877.00",0.32%
12/10/2024,"15,860.00","15,855.00","15,883.50","15,847.50",0.00%
12/9/2024,"15,860.00","15,855.00","15,877.50","15,832.50",0.09%
12/6/2024,"15,845.00","15,860.00","15,862.50","15,832.50",-0.06%
12/5/2024,"15,855.00","15,912.50","15,927.50","15,859.50",-0.44%
12/4/2024,"15,925.00","15,955.00","15,977.50","15,925.00",-0.06%
12/3/2024,"15,935.00","15,925.00","15,964.00","15,920.00",0.25%
12/2/2024,"15,895.00","15,870.00","15,917.50","15,865.00",0.35%
11/29/2024,"15,840.00","15,865.00","15,877.50","15,835.00",-0.16%
11/28/2024,"15,865.00","15,875.00","15,891.50","15,840.00",-0.38%
11/27/2024,"15,925.00","15,925.00","15,925.00","15,925.00",0.00%
11/26/2024,"15,925.00","15,912.50","15,939.50","15,895.00",0.38%
11/25/2024,"15,865.00","15,880.00","15,887.50","15,846.50",-0.03%
11/22/2024,"15,870.00","15,930.00","15,937.50","15,875.00",-0.31%
11/21/2024,"15,920.00","15,905.00","15,956.50","15,900.00",0.38%
11/20/2024,"15,860.00","15,845.00","15,875.00","15,830.00",0.22%
11/19/2024,"15,825.00","15,810.00","15,837.50","15,790.00",-0.13%
11/18/2024,"15,845.00","15,865.00","15,877.50","15,830.00",-0.03%
11/15/2024,"15,850.00","15,915.00","15,967.50","15,855.00",0.00%
11/14/2024,"15,850.00","15,820.00","15,892.50","15,817.50",0.51%
11/13/2024,"15,770.00","15,765.00","15,797.50","15,752.50",-0.03%
11/12/2024,"15,775.00","15,745.00","15,798.50","15,732.50",0.64%
11/11/2024,"15,675.00","15,640.00","15,691.00","15,632.50",0.06%
11/8/2024,"15,665.00","15,625.00","15,697.50","15,617.50",-0.41%
11/7/2024,"15,730.00","15,815.00","15,830.00","15,735.00",-0.60%
11/6/2024,"15,825.00","15,787.50","15,862.50","15,787.50",0.60%
11/5/2024,"15,730.00","15,780.00","15,795.00","15,725.00",-0.13%
11/4/2024,"15,750.00","15,735.00","15,776.00","15,717.50",0.22%
11/1/2024,"15,715.00","15,705.00","15,732.50","15,698.50",0.16%
10/31/2024,"15,690.00","15,700.00","15,715.00","15,680.00",0.00%
10/30/2024,"15,690.00","15,752.50","15,755.00","15,695.00",-0.41%
10/29/2024,"15,755.00","15,737.50","15,778.50","15,730.00",0.22%
10/28/2024,"15,720.00","15,695.00","15,740.00","15,687.50",0.54%
10/25/2024,"15,635.00","15,602.50","15,643.50","15,592.50",0.39%
10/24/2024,"15,575.00","15,640.00","15,650.00","15,580.00",-0.26%
10/23/2024,"15,615.00","15,595.00","15,636.00","15,586.00",0.39%
10/22/2024,"15,555.00","15,530.00","15,575.00","15,527.50",0.42%
10/21/2024,"15,490.00","15,460.00","15,502.50","15,425.00",0.19%
10/18/2024,"15,460.00","15,515.00","15,522.50","15,443.50",-0.19%
10/17/2024,"15,490.00","15,545.00","15,555.00","15,485.00",-0.10%
10/16/2024,"15,505.00","15,545.00","15,561.00","15,507.50",-0.45%
10/15/2024,"15,575.00","15,555.00","15,584.00","15,532.50",0.13%
10/14/2024,"15,555.00","15,590.00","15,615.00","15,557.50",-0.13%
10/11/2024,"15,575.00","15,665.00","15,672.50","15,577.50",-0.54%
10/10/2024,"15,660.00","15,655.00","15,677.50","15,632.50",0.29%
10/9/2024,"15,615.00","15,625.00","15,640.00","15,580.00",-0.16%
10/8/2024,"15,640.00","15,685.00","15,701.50","15,625.00",-0.22%
10/7/2024,"15,675.00","15,625.00","15,700.00","15,625.00",1.26%
10/4/2024,"15,480.00","15,495.00","15,532.50","15,467.50",0.42%
10/3/2024,"15,415.00","15,327.50","15,437.50","15,305.00",1.02%
