time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,relative_humidity_2m_mean,latitude,longitude,timezone,source,extreme_weather_score,extreme_weather_category,is_extreme_weather_day,extreme_weather_reason
2022-02-28,27.5,21.1,23.8,1.1,1.1,10.7,26.6,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-01,26.7,21.7,23.8,7.9,7.9,5.1,25.6,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-02,27.6,21.1,23.7,10.7,10.7,6.6,27.4,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-03,26.9,21.9,23.9,3.2,3.2,5.8,25.9,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-04,25.8,21.8,23.2,4.3,4.3,9.2,26.3,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-05,26.5,20.9,23.5,4.2,4.2,10.5,31.0,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-06,25.1,21.1,22.7,3.2,3.2,10.3,28.4,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-07,25.8,21.0,23.0,11.1,11.1,9.5,28.1,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-08,25.8,20.5,22.7,3.3,3.3,8.4,23.0,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-09,26.5,20.9,23.1,22.5,22.5,7.8,25.6,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2022-03-10,25.7,21.0,22.8,36.8,36.8,8.4,25.2,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2022-03-11,26.9,20.7,23.2,16.6,16.6,9.4,27.4,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-12,28.0,20.5,23.8,12.1,12.1,7.6,23.8,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-13,26.2,21.5,23.6,4.8,4.8,9.7,26.6,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-14,27.2,21.8,23.7,5.3,5.3,11.5,27.7,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-15,26.4,21.4,23.6,15.2,15.2,7.7,24.5,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-16,26.6,21.1,23.5,15.7,15.7,10.0,30.2,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-17,27.5,21.2,24.0,2.2,2.2,12.2,32.4,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-18,26.5,22.0,23.7,4.8,4.8,13.2,33.1,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-19,25.5,21.2,22.9,7.1,7.1,8.7,28.1,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-20,27.5,21.6,23.5,17.7,17.7,8.4,24.8,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-21,26.8,21.3,23.4,16.2,16.2,7.1,26.3,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-22,26.9,21.5,23.5,31.7,31.7,6.5,24.1,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2022-03-23,27.5,20.8,23.4,6.6,6.6,7.7,27.4,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-24,27.9,21.5,23.5,11.0,11.0,8.8,25.6,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-25,27.6,21.2,23.6,19.1,19.1,10.9,26.6,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-26,26.8,21.1,23.6,9.7,9.7,9.7,27.4,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-27,26.1,21.4,23.0,12.6,12.6,10.5,27.7,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-28,27.9,21.4,23.9,3.2,3.2,9.3,29.9,81,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-29,27.8,21.2,23.7,2.9,2.9,11.3,28.4,83,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-30,27.5,22.0,23.9,0.6,0.6,7.7,24.5,83,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-03-31,26.9,21.1,23.7,1.8,1.8,10.8,28.8,83,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-01,25.8,21.4,22.8,2.6,2.6,9.4,27.0,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-02,26.0,20.6,22.6,5.2,5.2,8.2,25.2,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-03,26.1,20.6,22.8,2.1,2.1,8.9,26.6,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-04,26.2,21.0,23.0,4.0,4.0,9.3,26.3,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-05,26.4,21.2,23.0,2.6,2.6,9.5,27.4,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-06,26.0,20.9,22.4,3.3,3.3,8.6,28.8,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-07,26.1,20.6,23.0,1.7,1.7,7.7,27.4,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-08,26.8,20.8,23.4,4.1,4.1,8.8,26.3,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-09,27.1,20.9,23.3,4.5,4.5,10.6,25.9,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-10,26.6,21.0,23.4,3.8,3.8,8.4,24.8,82,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-11,26.3,21.2,23.4,0.3,0.3,11.5,29.5,79,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-12,26.2,21.1,23.2,0.7,0.7,10.0,26.3,77,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-13,27.0,20.8,23.4,3.2,3.2,9.2,26.3,80,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-14,26.6,20.1,23.3,2.7,2.7,9.0,25.9,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-15,28.0,21.5,23.7,2.3,2.3,8.7,25.2,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-16,26.5,22.0,23.6,22.2,22.2,7.1,24.5,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2022-04-17,26.6,21.7,23.6,3.4,3.4,10.6,28.1,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-18,27.0,22.0,23.6,23.4,23.4,9.3,26.3,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2022-04-19,25.9,20.8,23.0,15.3,15.3,10.3,27.4,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-20,24.1,20.8,22.4,6.5,6.5,6.4,19.4,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-21,26.5,20.8,23.3,24.7,24.7,8.1,28.8,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2022-04-22,26.6,20.7,23.6,0.4,0.4,11.4,27.0,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-23,26.6,22.0,23.9,1.1,1.1,11.1,29.9,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-24,26.1,21.1,23.5,8.1,8.1,8.8,24.5,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-25,26.0,21.2,23.6,2.5,2.5,13.5,33.5,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-26,26.7,21.0,23.5,5.4,5.4,8.3,25.9,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-27,27.8,21.3,23.8,2.3,2.3,10.6,27.0,77,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-28,27.1,20.1,23.6,12.3,12.3,13.4,29.2,82,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-29,28.0,20.8,23.9,9.6,9.6,7.9,23.8,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-04-30,27.9,21.5,23.8,7.4,7.4,8.7,28.4,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-01,26.6,20.5,23.7,24.0,24.0,8.7,28.4,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2022-05-02,27.2,22.2,24.0,1.4,1.4,14.7,35.6,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-03,27.0,22.4,24.1,0.3,0.3,14.2,35.3,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-04,25.7,22.4,23.6,2.0,2.0,12.9,31.0,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-05,26.1,22.1,23.3,6.4,6.4,10.7,27.4,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-06,26.4,22.0,23.6,6.2,6.2,12.1,30.6,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-07,26.9,22.0,24.0,3.0,3.0,9.4,25.6,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-08,27.6,21.5,23.6,16.4,16.4,8.2,25.6,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-09,26.1,21.2,23.7,10.7,10.7,8.7,25.9,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-10,26.6,22.0,23.5,4.9,4.9,10.7,25.6,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-11,27.4,22.0,23.8,2.0,2.0,12.0,27.7,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-12,26.9,21.4,23.7,5.7,5.7,8.7,24.8,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-13,27.5,21.6,23.8,3.0,3.0,9.8,27.0,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-14,27.5,21.7,24.0,0.9,0.9,10.4,28.1,82,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-15,26.7,21.1,23.6,0.1,0.1,10.7,28.1,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-16,27.0,21.2,23.6,0.2,0.2,10.4,27.7,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-17,27.2,21.8,23.3,9.3,9.3,10.0,27.0,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-18,26.2,21.5,23.1,15.8,15.8,5.9,24.1,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-19,27.0,21.5,23.3,7.8,7.8,8.4,25.9,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-20,25.9,21.4,22.9,12.4,12.4,10.0,27.7,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-21,26.0,20.7,23.0,4.2,4.2,8.3,22.3,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-22,27.8,19.9,23.5,0.5,0.5,9.8,27.0,76,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-23,27.6,19.5,23.5,1.6,1.6,10.9,27.0,74,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-24,26.7,21.1,23.4,4.1,4.1,8.7,26.3,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-25,26.4,21.1,23.4,3.9,3.9,8.1,20.2,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-26,24.8,21.3,22.5,14.6,14.6,10.2,26.3,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-27,26.3,20.6,22.8,9.8,9.8,10.9,28.1,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-28,27.1,20.9,23.4,6.6,6.6,7.0,22.0,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-29,28.1,20.8,23.6,12.2,12.2,7.6,24.8,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-30,28.2,20.2,23.7,0.4,0.4,13.0,25.6,81,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-05-31,28.2,21.4,24.1,3.5,3.5,9.3,23.8,80,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-01,24.7,21.0,22.8,17.1,17.1,8.1,23.0,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-02,26.0,20.2,23.0,1.1,1.1,9.8,28.1,82,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-03,25.1,20.4,22.4,3.5,3.5,9.2,27.4,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-04,26.0,21.0,23.0,6.6,6.6,8.4,23.4,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-05,25.2,20.9,22.4,4.0,4.0,8.4,26.3,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-06,24.9,20.0,22.6,2.3,2.3,8.3,23.8,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-07,26.0,21.5,23.1,2.2,2.2,10.5,27.0,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-08,27.1,21.4,23.4,6.1,6.1,9.5,27.7,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-09,26.4,21.2,23.2,5.3,5.3,12.7,32.4,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-10,26.5,20.6,23.0,8.7,8.7,7.8,24.1,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-11,27.0,20.8,23.1,5.6,5.6,8.5,25.2,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-12,25.3,20.2,22.4,12.4,12.4,7.4,22.3,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-13,25.6,20.6,23.1,2.6,2.6,8.0,24.8,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-14,26.0,20.5,22.5,18.3,18.3,10.0,25.9,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-15,26.5,21.1,23.2,2.8,2.8,9.0,27.0,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-16,25.6,20.8,22.8,27.9,27.9,9.4,31.0,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,55,HIGH,1,"Curah hujan sedang-tinggi, Hujan harian sedang"
2022-06-17,25.3,20.6,22.5,9.2,9.2,9.2,26.3,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-18,26.2,21.4,22.9,2.2,2.2,9.4,24.8,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-19,25.8,21.3,23.0,1.8,1.8,12.0,29.9,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-20,24.3,20.9,22.2,1.9,1.9,14.3,34.6,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-21,25.0,20.2,22.2,0.1,0.1,12.8,31.3,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-22,25.4,20.2,22.4,1.0,1.0,14.1,33.8,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-23,24.5,21.0,22.5,1.6,1.6,13.2,32.4,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-24,24.5,20.9,22.0,6.0,6.0,15.0,36.4,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-25,23.9,20.9,22.0,3.0,3.0,15.0,37.1,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-26,24.3,20.8,21.8,9.0,9.0,12.4,32.0,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-27,23.0,20.0,21.1,12.4,12.4,11.6,29.5,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-28,24.0,19.5,21.2,3.0,3.0,12.2,30.2,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-29,24.5,19.1,21.5,1.4,1.4,9.7,24.8,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-06-30,24.2,20.3,21.7,2.7,2.7,12.2,30.6,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-01,23.5,20.1,21.6,6.1,6.1,15.0,37.4,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-02,25.3,21.1,22.6,6.1,6.1,11.0,28.4,91,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-03,25.5,21.0,22.8,14.6,14.6,8.2,25.6,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-04,26.4,21.0,23.0,10.8,10.8,8.1,24.1,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-05,25.7,20.4,22.7,2.1,2.1,12.0,27.4,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-06,23.5,19.9,21.5,3.1,3.1,14.0,33.8,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-07,22.7,18.1,20.4,2.2,2.2,10.7,27.0,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-08,23.8,17.1,19.9,0.0,0.0,11.1,27.4,78,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-09,24.1,19.0,21.2,0.0,0.0,12.7,31.7,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-10,24.8,19.7,21.9,1.1,1.1,14.5,34.9,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-11,23.2,20.8,21.7,7.7,7.7,11.8,28.1,96,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-12,24.0,20.6,21.8,8.9,8.9,14.2,34.6,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-13,24.2,20.7,21.9,6.3,6.3,12.5,31.3,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-14,24.0,20.2,21.7,4.1,4.1,12.5,29.5,93,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-15,23.5,19.5,21.5,6.7,6.7,16.4,37.4,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-16,24.0,19.0,21.2,6.4,6.4,11.0,28.4,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-17,24.0,20.7,21.8,5.3,5.3,13.5,32.4,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-18,23.8,20.8,21.7,6.2,6.2,17.1,38.5,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-19,24.2,19.8,21.2,7.0,7.0,12.8,31.3,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-20,24.5,18.5,21.4,0.6,0.6,13.7,33.5,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-21,24.0,19.8,21.1,2.8,2.8,13.8,32.4,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-22,22.6,20.2,21.2,6.9,6.9,11.8,27.7,95,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-23,23.2,19.8,21.1,2.5,2.5,12.7,31.3,94,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-24,23.1,17.4,20.0,0.4,0.4,13.1,31.3,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-25,22.6,17.2,19.5,0.0,0.0,14.2,33.5,82,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-26,22.5,18.6,20.6,1.5,1.5,14.2,31.0,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-27,24.1,19.9,21.5,3.0,3.0,13.8,34.2,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-28,24.2,18.4,21.2,0.1,0.1,13.9,32.8,88,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-29,25.0,19.0,21.5,0.4,0.4,15.0,36.4,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-30,23.8,19.2,21.2,1.3,1.3,12.7,32.4,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-07-31,23.5,18.8,20.9,2.6,2.6,13.4,32.0,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-08-01,27.0,18.4,22.0,4.1,4.1,10.9,32.0,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-08-02,24.9,20.3,22.3,4.5,4.5,11.0,27.0,90,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-08-03,25.7,19.5,22.2,0.4,0.4,11.0,29.2,86,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-08-04,24.5,19.3,21.5,0.2,0.2,11.5,29.9,87,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-08-05,24.0,18.9,21.1,0.2,0.2,10.7,27.0,85,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-08-06,24.6,18.9,21.5,0.8,0.8,9.8,26.6,84,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-08-07,24.0,20.2,21.4,3.1,3.1,9.0,25.9,92,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
2022-08-08,24.1,19.8,21.5,0.8,0.8,10.6,27.0,89,-8.400702,115.184555,Asia/Makassar,Open-Meteo Historical Weather API,0,LOW,0,Normal
